Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Justin Grimm (15454797),Justin Grimm,15454797,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,-0.82
RP,Corey Knebel (15454798),Corey Knebel,15454798,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,1.97
RP,Phil Bickford (15454801),Phil Bickford,15454801,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,-5.35
SP,Nick Lodolo (15454804),Nick Lodolo,15454804,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,0
RP,Bobby Wahl (15454805),Bobby Wahl,15454805,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,-0.38
RP,Tyler Thornburg (15454814),Tyler Thornburg,15454814,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,3.31
RP,Justin Topa (15454837),Justin Topa,15454837,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,4.2
RP,Eric Yardley (15454853),Eric Yardley,15454853,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,2.87
RP,Raisel Iglesias (15454855),Raisel Iglesias,15454855,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,4.37
RP,Jesse Biddle (15454877),Jesse Biddle,15454877,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,2.3
SP,Antoine Kelly (15454899),Antoine Kelly,15454899,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,0
RP,Nate Jones (15454902),Nate Jones,15454902,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,2.06
RP,Jose De Leon (15454918),Jose De Leon,15454918,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,-0.14
RP,Ryan Hendrix (15454920),Ryan Hendrix,15454920,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,0
RP,Clayton Andrews (15454947),Clayton Andrews,15454947,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,0
SP,Drew Rasmussen (15454949),Drew Rasmussen,15454949,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,5.00
RP,David Carpenter (15454962),David Carpenter,15454962,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,0
SP,Dylan File (15454965),Dylan File,15454965,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,0
RP,Alex Claudio (15454967),Alex Claudio,15454967,P,4000,MIL@CIN 09/21/2020 06:40PM ET,MIL,1.89
RP,R.J. Alaniz (15454975),R.J. Alaniz,15454975,P,4000,MIL@CIN 09/21/2020 06:40PM ET,CIN,0
