first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Mason,Williams,OF,,2020-09-01,Express,BAL,NYM,,,+1.5,10,4.6,2000,0.0,3.0,12.0,4.4,2.22
Jake,Marisnick,OF,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2000,0.0,2.5,12.7,4.4,2.22
Jacob,Nottingham,C,,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2200,0.0,3.9,19.4,4.0,1.81
Mark,Mathias,2B,,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2100,0.0,4.4,19.0,4.0,1.89
Andrés,Giménez,2B,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2100,0.0,1.8,9.2,3.7,1.74
Charlie,Culberson,OF,,2020-09-01,Express,ATL,BOS,,,-1.5,10,5.6,2000,0.0,3.8,15.7,3.7,1.85
Billy,Hamilton,OF,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2000,0.0,2.0,3.5,3.6,1.80
Adeiny,Hechavarría,2B,,2020-09-01,Express,ATL,BOS,,,-1.5,10,5.6,2000,0.0,1.2,6.2,3.5,1.77
Tzu-Wei,Lin,SS,,2020-09-01,Express,BOS,ATL,,,+1.5,10,4.4,2000,0.0,1.2,6.2,2.6,1.32
Patrick,Mazeika,C,,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2000,,,,2.4,1.18
Yoenis,Céspedes,OF,O,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2000,0.0,7.6,16.0,0.0,0.00
Lorenzo,Cain,OF,O,2020-09-01,Express,MIL,DET,,,-1.5,9.5,5.5,2000,0.0,10.6,24.9,0.0,0.00
Tomás,Nido,C,O,2020-09-01,Express,NYM,BAL,,,-1.5,10,5.4,2300,0.0,9.7,33.4,0.0,0.00
