Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Logan Forsythe","MIA",7,22,20,3,2,1,0,0,1,1,2,0,4,0,0,0,0,0,0,0.15,7185
2020,"Salvador Perez","KCR",8,35,33,14,10,3,0,1,2,5,1,0,5,0,1,0,0,0,0,0.424242424,7304
2020,"Alex Avila","MIN",8,24,18,3,1,1,0,1,3,2,5,0,8,1,0,0,0,0,0,0.166666666,7476
2020,"Neil Walker","PHI",9,23,22,6,5,1,0,0,3,2,1,0,4,0,0,0,0,0,0,0.272727272,7539
2020,"Travis d'Arnaud","ATL",13,51,45,16,9,3,0,4,6,16,5,0,13,0,1,0,2,1,0,0.355555555,7739
2020,"Charlie Blackmon","COL",21,88,81,28,21,4,1,2,14,18,6,1,18,0,1,0,2,1,0,0.345679012,7859
2020,"Eric Sogard","MIL",14,48,43,7,5,1,0,1,3,4,4,0,6,0,1,0,0,0,0,0.162790697,7927
2020,"Jose Martinez","2 Tms",14,46,40,13,7,4,0,2,8,9,6,1,12,0,0,0,3,0,0,0.325,7996
2020,"Matt Carpenter","STL",15,58,43,5,3,2,0,0,6,4,12,0,15,3,0,0,0,0,0,0.116279069,8090
2020,"Dee Strange-Gordon","SEA",8,24,23,3,3,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0.130434782,8203
2020,"Hunter Pence","SFG",9,32,29,2,0,0,1,1,2,3,3,0,11,0,0,0,1,0,0,0.068965517,8252
2020,"Kurt Suzuki","WSN",9,30,28,8,7,1,0,0,4,2,0,0,3,1,1,0,2,0,0,0.285714285,8259
2020,"Ehire Adrianza","MIN",10,27,24,3,2,1,0,0,3,1,3,0,6,0,0,0,1,0,0,0.125,8418
2020,"Donovan Solano","SFG",16,68,62,19,13,4,0,2,8,14,5,0,11,0,1,0,0,0,0,0.306451612,8623
2020,"Elvis Andrus","TEX",11,45,41,7,5,2,0,0,3,3,4,0,4,0,0,0,0,0,1,0.170731707,8709
2020,"Jason Castro","LAA",7,25,21,4,0,3,0,1,3,4,4,0,11,0,0,0,1,0,0,0.19047619,8722
2020,"Justin Smoak","MIL",15,55,49,9,6,2,0,1,6,5,5,0,20,1,0,0,1,0,0,0.183673469,9054
2020,"Khris Davis","OAK",9,37,34,5,3,2,0,0,1,2,2,0,14,1,0,0,2,0,0,0.147058823,9112
2020,"Tyler Flowers","ATL",7,25,22,6,3,2,0,1,3,2,2,0,10,1,0,0,0,0,0,0.272727272,9134
2020,"Paul Goldschmidt","STL",18,73,55,17,11,4,0,2,10,6,17,0,6,0,1,0,2,0,0,0.309090909,9218
2020,"Starling Marte","2 Tms",20,82,71,23,17,4,1,1,14,5,7,1,9,4,0,0,0,2,1,0.323943661,9241
2020,"AJ Pollock","LAD",19,67,61,16,7,5,0,4,9,10,5,0,17,0,1,0,3,0,1,0.262295081,9256
2020,"Evan Longoria","SFG",17,71,64,22,14,4,0,4,13,15,4,0,10,0,3,0,4,0,1,0.34375,9368
2020,"Matt Adams","ATL",9,30,29,6,3,2,0,1,2,5,1,0,10,0,0,0,2,0,0,0.206896551,9393
2020,"Yan Gomes","WSN",7,28,26,4,2,1,0,1,2,1,1,0,8,1,0,0,0,0,0,0.153846153,9627
2020,"Christian Vazquez","BOS",16,61,55,13,10,2,0,1,6,3,6,0,18,0,0,0,3,1,0,0.236363636,9774
2020,"Jason Kipnis","CHC",12,39,30,9,5,2,0,2,4,7,8,0,12,0,1,0,1,0,0,0.3,9776
2020,"Nolan Arenado","COL",21,88,81,25,14,4,0,7,12,14,5,1,7,0,2,0,2,0,0,0.308641975,9777
2020,"Kyle Seager","SEA",17,65,48,13,8,3,0,2,12,10,12,2,7,4,1,0,1,1,0,0.270833333,9785
2020,"Andrew McCutchen","PHI",20,76,71,17,10,3,0,4,8,15,4,0,13,0,1,0,1,0,0,0.239436619,9847
2020,"DJ LeMahieu","NYY",14,60,55,24,19,0,2,3,14,6,4,0,8,1,0,0,1,1,0,0.436363636,9874
2020,"Jay Bruce","PHI",16,55,53,11,2,3,2,4,7,8,2,0,12,0,0,0,1,0,0,0.207547169,9892
2020,"Brett Gardner","NYY",16,62,48,9,4,2,0,3,7,6,12,0,10,1,1,0,0,3,0,0.1875,9927
2020,"Darin Ruf","SFG",15,31,28,7,2,3,0,2,3,7,3,0,7,0,0,0,0,0,0,0.25,9929
2020,"Chris Owings","COL",9,29,27,10,7,1,0,2,7,5,2,0,5,0,0,0,0,1,0,0.37037037,10030
2020,"Wil Myers","SDP",17,69,60,15,6,3,0,6,12,12,8,0,21,1,0,0,0,0,0,0.25,10047
